"OGid","Phco_ech1","Phco_ech2","Phco_ech3","Phlu_ech1","Phlu_ech2","Phlu_ech3","Hbet_ech1","Hbet_ech2","Hbet_ech3","Hkan_ech1","Hkan_ech2","Hkan_ech3","Gpru_ech1","Gpru_ech2","Gpru_ech3","Grac_ech1","Grac_ech2","Grac_ech3","Pgab_ech1","Pgab_ech2","Pgab_ech3","Psem_ech1","Psem_ech2","Psem_ech3","Pcos_ech1","Pcos_ech2","Pgra_ech1","Pgra_ech2","Prev_ech1","Prev_ech2","Mper_ech1","Mper_ech2","Mper_ech3","Ncfi_ech1","Ncfi_ech2","Nmon_ech1","Nmon_ech2","ScorA_ech2","ScorA_ech3","ScorB_ech1","ScorB_ech2","ScorB_ech3","ScorC_ech1","ScorC_ech2","ScorC_ech3","ScorD_ech1","ScorD_ech2","ScorD_ech3"
"104",1892,1892,1892,1923,1923,1923,1938,1938,1938,1867,1867,1867,1953,1953,1953,2324,2324,2324,1881,1881,1881,1904,1904,1904,1942,1942,2083,2083,3272,3272,1492,1492,1492,1834,1834,1573,1573,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818,1818
"105",1649,1649,1649,1186,1186,1186,1192,1192,1192,1673,1673,1673,NA,NA,NA,NA,NA,NA,1465,1465,1465,1452,1452,1452,1488,1488,1449,1449,2801,2801,3727,3727,3727,1618,1618,1867,1867,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364
"106",401,401,401,3458,3458,3458,1208,1208,1208,244,244,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,3857,3857,3857,NA,NA,2111,2111,NA,NA,7286,7286,7286,4198,4198,4333,4333,3348,3348,3348,3348,3348,3348,3348,3348,3348,3348,3348
"107",1302,1302,1302,1589,1589,1589,1766,1766,1766,1686,1686,1686,1449,1449,1449,1470,1470,1470,1425,1425,1425,1440,1440,1440,1826,1826,1715,1715,687,687,1719,1719,1719,1593,1593,1907,1907,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415
"108",3131,3131,3131,2798,2798,2798,2366,2366,2366,2259,2259,2259,2590,2590,2590,4442,4442,4442,2917,2917,2917,2540,2540,2540,873,873,1954,1954,660,660,8096,8096,8096,2968,2968,4401,4401,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406,2406
"109",1679,1679,1679,1039,1039,1039,1112,1112,1112,1986,1986,1986,1492,1492,1492,2018,2018,2018,1781,1781,1781,2046,2046,2046,1720,1720,2052,2052,942,942,4384,4384,4384,1747,1747,3023,3023,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887,1887
"110",1725,1725,1725,1744,1744,1744,2890,2890,2890,2007,2007,2007,1548,1548,1548,1482,1482,1482,1580,1580,1580,1545,1545,1545,1737,1737,1696,1696,1029,1029,2063,2063,2063,1913,1913,1203,1203,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497
"111",2058,2058,2058,1812,1812,1812,1726,1726,1726,1632,1632,1632,1850,1850,1850,1855,1855,1855,1858,1858,1858,2036,2036,2036,1203,1203,2149,2149,645,645,3751,3751,3751,3382,3382,2577,2577,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793
"112",2466,2466,2466,2354,2354,2354,2522,2522,2522,2421,2421,2421,2493,2493,2493,2391,2391,2391,5161,5161,5161,5255,5255,5255,2616,2616,2612,2612,2723,2723,4406,4406,4406,2303,2303,3318,3318,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958,2958
"113",1388,1388,1388,1132,1132,1132,1827,1827,1827,1346,1346,1346,1511,1511,1511,1367,1367,1367,1480,1480,1480,1545,1545,1545,2061,2061,2554,2554,1184,1184,4669,4669,4669,1510,1510,1120,1120,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267,1267
"114",1406,1406,1406,1313,1313,1313,1996,1996,1996,2283,2283,2283,1434,1434,1434,1419,1419,1419,1508,1508,1508,1343,1343,1343,1184,1184,1641,1641,3422,3422,2174,2174,2174,1369,1369,1590,1590,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191,1191
"115",1074,1074,1074,1206,1206,1206,1238,1238,1238,1292,1292,1292,NA,NA,NA,1168,1168,1168,1535,1535,1535,1985,1985,1985,1234,1234,1376,1376,3566,3566,3635,3635,3635,1258,1258,1128,1128,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280,1280
"116",1834,1834,1834,1852,1852,1852,2517,2517,2517,2124,2124,2124,1524,1524,1524,1833,1833,1833,1793,1793,1793,1837,1837,1837,1359,1359,1432,1432,1737,1737,2935,2935,2935,1749,1749,3543,3543,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080,2080
"117",1642,1642,1642,NA,NA,NA,963,963,963,981,981,981,912,912,912,827,827,827,1480,1480,1480,1103,1103,1103,965,965,1494,1494,3660,3660,NA,NA,NA,1180,1180,1268,1268,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288,1288
"118",1860,1860,1860,1726,1726,1726,1852,1852,1852,1924,1924,1924,1760,1760,1760,1783,1783,1783,1868,1868,1868,1880,1880,1880,1903,1903,1831,1831,3500,3500,5632,5632,5632,2019,2019,2627,2627,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943,1943
"119",1136,1136,1136,1435,1435,1435,1307,1307,1307,1293,1293,1293,NA,NA,NA,1351,1351,1351,1391,1391,1391,1376,1376,1376,1391,1391,1436,1436,921,921,3810,3810,3810,1553,1553,1164,1164,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287,1287
"120",2142,2142,2142,1860,1860,1860,2135,2135,2135,2001,2001,2001,2065,2065,2065,2071,2071,2071,1826,1826,1826,1933,1933,1933,2186,2186,2028,2028,694,694,3275,3275,3275,2132,2132,2064,2064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",1729,1729,1729,2263,2263,2263,2512,2512,2512,2598,2598,2598,NA,NA,NA,2071,2071,2071,2301,2301,2301,2762,2762,2762,2057,2057,2088,2088,1045,1045,1681,1681,1681,3526,3526,2547,2547,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793,1793
"122",3018,3018,3018,2381,2381,2381,3172,3172,3172,3303,3303,3303,3008,3008,3008,2921,2921,2921,3726,3726,3726,2738,2738,2738,3212,3212,2512,2512,6802,6802,5470,5470,5470,2988,2988,2257,2257,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898,2898
"123",1294,1294,1294,1269,1269,1269,2692,2692,2692,2364,2364,2364,1340,1340,1340,1361,1361,1361,1991,1991,1991,467,467,467,1325,1325,1736,1736,4974,4974,3494,3494,3494,1271,1271,1170,1170,2577,2577,2577,2577,2577,2577,2577,2577,2577,2577,2577
"124",1888,1888,1888,1903,1903,1903,1981,1981,1981,2031,2031,2031,1982,1982,1982,2100,2100,2100,1917,1917,1917,1976,1976,1976,1819,1819,1918,1918,759,759,3695,3695,3695,1967,1967,2259,2259,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330,3330
"125",1288,1288,1288,1313,1313,1313,1242,1242,1242,1217,1217,1217,1187,1187,1187,1230,1230,1230,1243,1243,1243,2498,2498,2498,1323,1323,1316,1316,534,534,1375,1375,1375,NA,NA,NA,NA,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722,1722
"126",1710,1710,1710,1065,1065,1065,2017,2017,2017,1898,1898,1898,1518,1518,1518,1474,1474,1474,1838,1838,1838,2039,2039,2039,1540,1540,1912,1912,372,372,2815,2815,2815,NA,NA,3397,3397,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658,1658
"127",1987,1987,1987,2372,2372,2372,1686,1686,1686,1832,1832,1832,1421,1421,1421,2965,2965,2965,1950,1950,1950,1756,1756,1756,1877,1877,1919,1919,223,223,2737,2737,2737,1533,1533,1081,1081,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708,2708
"130",1853,1853,1853,1894,1894,1894,2454,2454,2454,2010,2010,2010,1282,1282,1282,2228,2228,2228,2200,2200,2200,2000,2000,2000,2132,2132,2290,2290,304,304,3558,3558,3558,NA,NA,1687,1687,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077,3077
"132",1402,1402,1402,2682,2682,2682,1683,1683,1683,1628,1628,1628,1423,1423,1423,1476,1476,1476,1883,1883,1883,1681,1681,1681,1530,1530,2675,2675,306,306,3936,3936,3936,1723,1723,2668,2668,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282,1282
"133",1802,1802,1802,1058,1058,1058,446,446,446,225,225,225,919,919,919,2291,2291,2291,NA,NA,NA,NA,NA,NA,958,958,1165,1165,NA,NA,3324,3324,3324,803,803,688,688,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359
"134",2512,2512,2512,2059,2059,2059,2380,2380,2380,2455,2455,2455,2371,2371,2371,3155,3155,3155,1720,1720,1720,2138,2138,2138,1466,1466,1239,1239,276,276,2468,2468,2468,2104,2104,1416,1416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2494,2494,2494,2678,2678,2678,NA,NA,NA,2556,2556,2556,2644,2644,2644,2590,2590,2590,2734,2734,2734,3655,3655,3655,2456,2456,2636,2636,1004,1004,5429,5429,5429,2255,2255,2992,2992,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308,2308
"136",453,453,453,1705,1705,1705,1473,1473,1473,2731,2731,2731,1388,1388,1388,1504,1504,1504,1383,1383,1383,1395,1395,1395,1491,1491,1461,1461,2134,2134,3442,3442,3442,2013,2013,1518,1518,1546,1546,1546,1546,1546,1546,1546,1546,1546,1546,1546
"137",1126,1126,1126,1255,1255,1255,1018,1018,1018,1243,1243,1243,1140,1140,1140,1383,1383,1383,1932,1932,1932,3411,3411,3411,NA,NA,1582,1582,1166,1166,2332,2332,2332,1157,1157,1414,1414,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121,1121
"138",1138,1138,1138,1101,1101,1101,372,372,372,841,841,841,NA,NA,NA,1100,1100,1100,1438,1438,1438,1079,1079,1079,1209,1209,1256,1256,1287,1287,1758,1758,1758,1128,1128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",3047,3047,3047,2904,2904,2904,2977,2977,2977,2961,2961,2961,3040,3040,3040,3095,3095,3095,3033,3033,3033,3187,3187,3187,6377,6377,2199,2199,578,578,3838,3838,3838,3032,3032,3371,3371,3178,3178,3178,3178,3178,3178,3178,3178,3178,3178,3178
"140",1109,1109,1109,1204,1204,1204,1537,1537,1537,1610,1610,1610,1097,1097,1097,1086,1086,1086,1278,1278,1278,1324,1324,1324,1150,1150,1272,1272,212,212,2709,2709,2709,1119,1119,1343,1343,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,1218
"141",1652,1652,1652,1762,1762,1762,1668,1668,1668,1788,1788,1788,2704,2704,2704,1886,1886,1886,1870,1870,1870,1817,1817,1817,1606,1606,1988,1988,1251,1251,4000,4000,4000,1747,1747,2504,2504,1689,1689,1689,1689,1689,1689,1689,1689,1689,1689,1689
"142",2814,2814,2814,2627,2627,2627,3869,3869,3869,2842,2842,2842,1559,1559,1559,2905,2905,2905,2164,2164,2164,2825,2825,2825,1594,1594,1177,1177,622,622,5147,5147,5147,2723,2723,2638,2638,757,757,757,757,757,757,757,757,757,757,757
"143",1668,1668,1668,1162,1162,1162,1131,1131,1131,1148,1148,1148,910,910,910,1133,1133,1133,1094,1094,1094,1265,1265,1265,1436,1436,1329,1329,323,323,3068,3068,3068,1043,1043,1457,1457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",1091,1091,1091,1297,1297,1297,1319,1319,1319,896,896,896,1172,1172,1172,1980,1980,1980,1273,1273,1273,1189,1189,1189,1563,1563,1262,1262,523,523,687,687,687,1198,1198,2419,2419,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134,1134
"146",2573,2573,2573,2507,2507,2507,2759,2759,2759,2799,2799,2799,2829,2829,2829,2867,2867,2867,2557,2557,2557,2570,2570,2570,5174,5174,2567,2567,218,218,5508,5508,5508,5838,5838,2215,2215,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254,2254
"147",1562,1562,1562,1487,1487,1487,850,850,850,1387,1387,1387,710,710,710,1344,1344,1344,2265,2265,2265,3744,3744,3744,1283,1283,NA,NA,333,333,4391,4391,4391,1235,1235,2204,2204,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292,1292
"148",773,773,773,815,815,815,368,368,368,679,679,679,856,856,856,895,895,895,766,766,766,789,789,789,781,781,715,715,2467,2467,2487,2487,2487,NA,NA,791,791,658,658,658,658,658,658,658,658,658,658,658
"149",1351,1351,1351,1344,1344,1344,2714,2714,2714,846,846,846,1637,1637,1637,1830,1830,1830,3236,3236,3236,3338,3338,3338,3554,3554,1750,1750,6160,6160,6921,6921,6921,8174,8174,1408,1408,3181,3181,3181,3181,3181,3181,3181,3181,3181,3181,3181
"150",1867,1867,1867,NA,NA,NA,1425,1425,1425,1774,1774,1774,1629,1629,1629,1597,1597,1597,2256,2256,2256,1936,1936,1936,1708,1708,1746,1746,2494,2494,2546,2546,2546,1506,1506,1298,1298,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558,1558
"151",1341,1341,1341,1356,1356,1356,1382,1382,1382,1572,1572,1572,NA,NA,NA,1271,1271,1271,1161,1161,1161,1295,1295,1295,1111,1111,1013,1013,716,716,4221,4221,4221,354,354,1941,1941,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149
"152",937,937,937,1001,1001,1001,1125,1125,1125,NA,NA,NA,1195,1195,1195,1286,1286,1286,1233,1233,1233,1078,1078,1078,833,833,698,698,774,774,1783,1783,1783,972,972,718,718,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028,1028
"153",1864,1864,1864,1794,1794,1794,1793,1793,1793,1689,1689,1689,1669,1669,1669,1808,1808,1808,1437,1437,1437,1956,1956,1956,1850,1850,1905,1905,1332,1332,4341,4341,4341,1696,1696,1245,1245,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561
"154",837,837,837,962,962,962,699,699,699,648,648,648,1007,1007,1007,895,895,895,1018,1018,1018,985,985,985,1084,1084,1089,1089,2435,2435,1904,1904,1904,596,596,416,416,507,507,507,507,507,507,507,507,507,507,507
"155",NA,NA,NA,670,670,670,2064,2064,2064,1353,1353,1353,262,262,262,NA,NA,NA,1311,1311,1311,NA,NA,NA,1289,1289,2004,2004,970,970,5782,5782,5782,2617,2617,1511,1511,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819,1819
"156",3461,3461,3461,2703,2703,2703,3481,3481,3481,3087,3087,3087,3428,3428,3428,3505,3505,3505,5114,5114,5114,3387,3387,3387,3313,3313,3892,3892,2047,2047,8554,8554,8554,3708,3708,6160,6160,3405,3405,3405,3405,3405,3405,3405,3405,3405,3405,3405
"157",3167,3167,3167,3777,3777,3777,859,859,859,1046,1046,1046,NA,NA,NA,NA,NA,NA,544,544,544,1031,1031,1031,1456,1456,1042,1042,1793,1793,1182,1182,1182,852,852,1189,1189,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006,1006
"159",1785,1785,1785,1972,1972,1972,519,519,519,882,882,882,1851,1851,1851,1844,1844,1844,1790,1790,1790,1793,1793,1793,1789,1789,2090,2090,2963,2963,4749,4749,4749,3163,3163,2448,2448,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419
"160",1901,1901,1901,1544,1544,1544,1866,1866,1866,2055,2055,2055,2153,2153,2153,2176,2176,2176,2237,2237,2237,2316,2316,2316,2023,2023,2092,2092,996,996,4255,4255,4255,1898,1898,1313,1313,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784,1784
"161",338,338,338,685,685,685,606,606,606,822,822,822,789,789,789,694,694,694,203,203,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071,1071,1071,747,747,NA,NA,559,559,559,559,559,559,559,559,559,559,559
"162",2976,2976,2976,3700,3700,3700,1294,1294,1294,1405,1405,1405,1590,1590,1590,1342,1342,1342,1563,1563,1563,1551,1551,1551,1418,1418,1501,1501,970,970,3116,3116,3116,1752,1752,1072,1072,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112,1112
"164",263,263,263,1005,1005,1005,1581,1581,1581,572,572,572,732,732,732,1826,1826,1826,2009,2009,2009,1993,1993,1993,1597,1597,1553,1553,1368,1368,2312,2312,2312,1788,1788,1807,1807,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664,3664
"165",1160,1160,1160,1176,1176,1176,1271,1271,1271,1200,1200,1200,1086,1086,1086,445,445,445,690,690,690,701,701,701,865,865,1075,1075,1397,1397,2124,2124,2124,1746,1746,659,659,911,911,911,911,911,911,911,911,911,911,911
"166",2547,2547,2547,2277,2277,2277,1467,1467,1467,3160,3160,3160,3910,3910,3910,4346,4346,4346,3888,3888,3888,3901,3901,3901,3075,3075,2719,2719,862,862,9714,9714,9714,3366,3366,3468,3468,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884,3884
"167",1673,1673,1673,2442,2442,2442,2198,2198,2198,2025,2025,2025,2172,2172,2172,2062,2062,2062,2365,2365,2365,1768,1768,1768,1943,1943,1830,1830,678,678,5152,5152,5152,1969,1969,3215,3215,2848,2848,2848,2848,2848,2848,2848,2848,2848,2848,2848
"169",NA,NA,NA,729,729,729,996,996,996,366,366,366,785,785,785,566,566,566,584,584,584,NA,NA,NA,615,615,308,308,477,477,1703,1703,1703,722,722,417,417,582,582,582,582,582,582,582,582,582,582,582
"170",1453,1453,1453,1477,1477,1477,1611,1611,1611,1538,1538,1538,727,727,727,NA,NA,NA,1775,1775,1775,1952,1952,1952,1913,1913,1911,1911,4555,4555,3925,3925,3925,1695,1695,2092,2092,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479,1479
"171",2050,2050,2050,1965,1965,1965,2017,2017,2017,1828,1828,1828,2153,2153,2153,2174,2174,2174,1690,1690,1690,NA,NA,NA,NA,NA,497,497,NA,NA,5218,5218,5218,1995,1995,2828,2828,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074,2074
"172",1291,1291,1291,1115,1115,1115,1423,1423,1423,1210,1210,1210,NA,NA,NA,NA,NA,NA,1543,1543,1543,1564,1564,1564,1764,1764,1525,1525,1396,1396,2418,2418,2418,1367,1367,648,648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2370,2370,2370,2082,2082,2082,NA,NA,NA,2112,2112,2112,2052,2052,2052,2068,2068,2068,3665,3665,3665,929,929,929,2058,2058,2167,2167,892,892,4826,4826,4826,1963,1963,1691,1691,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627,3627
"174",2007,2007,2007,1636,1636,1636,2268,2268,2268,2402,2402,2402,2326,2326,2326,2388,2388,2388,2006,2006,2006,2204,2204,2204,1900,1900,2210,2210,600,600,3578,3578,3578,3893,3893,4024,4024,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123,2123
"175",2959,2959,2959,2974,2974,2974,4420,4420,4420,3613,3613,3613,2831,2831,2831,2791,2791,2791,2747,2747,2747,2709,2709,2709,2298,2298,2721,2721,1404,1404,7369,7369,7369,2989,2989,3767,3767,2851,2851,2851,2851,2851,2851,2851,2851,2851,2851,2851
"176",2397,2397,2397,2283,2283,2283,2215,2215,2215,2222,2222,2222,2465,2465,2465,2287,2287,2287,3880,3880,3880,951,951,951,3134,3134,3665,3665,3376,3376,4414,4414,4414,2534,2534,2414,2414,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322,2322
"177",2409,2409,2409,1668,1668,1668,1794,1794,1794,2678,2678,2678,1708,1708,1708,2155,2155,2155,2471,2471,2471,1851,1851,1851,1836,1836,2251,2251,1969,1969,4034,4034,4034,2008,2008,1360,1360,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965
"178",1851,1851,1851,1691,1691,1691,1531,1531,1531,1756,1756,1756,1956,1956,1956,2432,2432,2432,1712,1712,1712,1651,1651,1651,1667,1667,1601,1601,2624,2624,4123,4123,4123,1753,1753,1784,1784,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933,1933
"179",1431,1431,1431,1810,1810,1810,1346,1346,1346,1353,1353,1353,1181,1181,1181,1400,1400,1400,1394,1394,1394,1393,1393,1393,1498,1498,2240,2240,4659,4659,4177,4177,4177,1531,1531,2796,2796,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415
"180",1397,1397,1397,1588,1588,1588,1640,1640,1640,1695,1695,1695,1689,1689,1689,1657,1657,1657,1114,1114,1114,1462,1462,1462,1442,1442,1432,1432,1610,1610,4134,4134,4134,1368,1368,1073,1073,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477,1477
"181",1567,1567,1567,1920,1920,1920,2345,2345,2345,1950,1950,1950,1899,1899,1899,3458,3458,3458,3216,3216,3216,3001,3001,3001,1883,1883,3563,3563,367,367,8101,8101,8101,3817,3817,3450,3450,3156,3156,3156,3156,3156,3156,3156,3156,3156,3156,3156
"182",1984,1984,1984,1830,1830,1830,1909,1909,1909,2345,2345,2345,1585,1585,1585,1941,1941,1941,1439,1439,1439,3142,3142,3142,2105,2105,2389,2389,1844,1844,3504,3504,3504,1827,1827,1748,1748,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356,2356
"183",3443,3443,3443,1551,1551,1551,1733,1733,1733,2132,2132,2132,NA,NA,NA,NA,NA,NA,2155,2155,2155,2121,2121,2121,1810,1810,245,245,927,927,3424,3424,3424,1897,1897,2065,2065,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860
"184",1854,1854,1854,1612,1612,1612,2064,2064,2064,1869,1869,1869,1606,1606,1606,1931,1931,1931,1838,1838,1838,1853,1853,1853,1897,1897,1891,1891,311,311,4436,4436,4436,1755,1755,1405,1405,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648,1648
"185",2044,2044,2044,2005,2005,2005,2124,2124,2124,2121,2121,2121,2071,2071,2071,2046,2046,2046,2562,2562,2562,1842,1842,1842,1940,1940,2527,2527,739,739,3993,3993,3993,2688,2688,2330,2330,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348
"186",2671,2671,2671,2098,2098,2098,1621,1621,1621,1938,1938,1938,NA,NA,NA,2068,2068,2068,1294,1294,1294,1381,1381,1381,2858,2858,2849,2849,1405,1405,2704,2704,2704,1821,1821,1444,1444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",1425,1425,1425,1306,1306,1306,1108,1108,1108,1084,1084,1084,1373,1373,1373,1429,1429,1429,1298,1298,1298,1204,1204,1204,1625,1625,1566,1566,1754,1754,3163,3163,3163,1413,1413,NA,NA,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971,1971
"188",1399,1399,1399,1687,1687,1687,1982,1982,1982,1506,1506,1506,1517,1517,1517,1164,1164,1164,626,626,626,626,626,626,NA,NA,872,872,1684,1684,3143,3143,3143,1307,1307,1318,1318,987,987,987,987,987,987,987,987,987,987,987
"189",1260,1260,1260,1194,1194,1194,1268,1268,1268,1084,1084,1084,1493,1493,1493,NA,NA,NA,1306,1306,1306,1285,1285,1285,1309,1309,1333,1333,1704,1704,1320,1320,1320,1151,1151,739,739,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033,1033
"190",4020,4020,4020,3301,3301,3301,3702,3702,3702,4015,4015,4015,4064,4064,4064,3941,3941,3941,3914,3914,3914,4007,4007,4007,2803,2803,2532,2532,430,430,8399,8399,8399,3672,3672,3617,3617,3771,3771,3771,3771,3771,3771,3771,3771,3771,3771,3771
"191",243,243,243,1192,1192,1192,913,913,913,639,639,639,1044,1044,1044,860,860,860,383,383,383,1025,1025,1025,1064,1064,NA,NA,324,324,701,701,701,1262,1262,NA,NA,825,825,825,825,825,825,825,825,825,825,825
"192",1485,1485,1485,1534,1534,1534,1032,1032,1032,1809,1809,1809,594,594,594,1057,1057,1057,1465,1465,1465,1470,1470,1470,523,523,1412,1412,2549,2549,2024,2024,2024,1258,1258,1251,1251,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233
"193",286,286,286,273,273,273,1482,1482,1482,1498,1498,1498,480,480,480,2150,2150,2150,NA,NA,NA,NA,NA,NA,1303,1303,1356,1356,229,229,1607,1607,1607,2515,2515,1009,1009,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567,1567
"194",1448,1448,1448,497,497,497,1033,1033,1033,864,864,864,942,942,942,1072,1072,1072,705,705,705,1206,1206,1206,1397,1397,973,973,1741,1741,1139,1139,1139,1128,1128,482,482,987,987,987,987,987,987,987,987,987,987,987
"195",1206,1206,1206,1206,1206,1206,1614,1614,1614,2061,2061,2061,1522,1522,1522,1690,1690,1690,1318,1318,1318,1269,1269,1269,1738,1738,2013,2013,NA,NA,2986,2986,2986,2038,2038,952,952,2586,2586,2586,2586,2586,2586,2586,2586,2586,2586,2586
"196",1314,1314,1314,1407,1407,1407,1442,1442,1442,1130,1130,1130,1412,1412,1412,1455,1455,1455,602,602,602,2869,2869,2869,1426,1426,1520,1520,1791,1791,3170,3170,3170,NA,NA,1608,1608,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044
"197",212,212,212,1319,1319,1319,3630,3630,3630,3394,3394,3394,2562,2562,2562,NA,NA,NA,2846,2846,2846,2849,2849,2849,1829,1829,5127,5127,358,358,10360,10360,10360,2497,2497,4079,4079,3430,3430,3430,3430,3430,3430,3430,3430,3430,3430,3430
"198",1388,1388,1388,719,719,719,913,913,913,829,829,829,662,662,662,677,677,677,898,898,898,1551,1551,1551,1062,1062,1008,1008,784,784,1841,1841,1841,612,612,NA,NA,714,714,714,714,714,714,714,714,714,714,714
"199",1976,1976,1976,2062,2062,2062,2101,2101,2101,2122,2122,2122,370,370,370,969,969,969,2084,2084,2084,2057,2057,2057,2301,2301,1925,1925,891,891,4074,4074,4074,2016,2016,2100,2100,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939,1939
"200",1395,1395,1395,1495,1495,1495,1230,1230,1230,1255,1255,1255,1184,1184,1184,1823,1823,1823,989,989,989,1068,1068,1068,1773,1773,982,982,532,532,1994,1994,1994,1469,1469,467,467,793,793,793,793,793,793,793,793,793,793,793
"201",1762,1762,1762,1872,1872,1872,1964,1964,1964,1635,1635,1635,1748,1748,1748,1754,1754,1754,1028,1028,1028,2698,2698,2698,1506,1506,1677,1677,1381,1381,6175,6175,6175,1520,1520,2947,2947,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978,1978
"202",1082,1082,1082,NA,NA,NA,569,569,569,1452,1452,1452,1146,1146,1146,1706,1706,1706,1294,1294,1294,1292,1292,1292,1463,1463,1251,1251,1041,1041,2385,2385,2385,1472,1472,1392,1392,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496,1496
"203",1897,1897,1897,1780,1780,1780,1631,1631,1631,2079,2079,2079,1660,1660,1660,1903,1903,1903,1804,1804,1804,1809,1809,1809,1243,1243,1374,1374,1070,1070,2500,2500,2500,1460,1460,1454,1454,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687,1687
"204",1706,1706,1706,1777,1777,1777,1186,1186,1186,1270,1270,1270,1790,1790,1790,1730,1730,1730,1662,1662,1662,974,974,974,1655,1655,1558,1558,1486,1486,3618,3618,3618,NA,NA,1364,1364,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527,1527
"205",772,772,772,1383,1383,1383,NA,NA,NA,273,273,273,1915,1915,1915,952,952,952,2098,2098,2098,2256,2256,2256,2450,2450,5392,5392,3783,3783,2702,2702,2702,1435,1435,887,887,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048,1048
"206",2606,2606,2606,2438,2438,2438,4514,4514,4514,4918,4918,4918,2401,2401,2401,2397,2397,2397,4597,4597,4597,4103,4103,4103,3178,3178,4454,4454,1678,1678,3326,3326,3326,2420,2420,2620,2620,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642,2642
